smiles,inchikey,group,fold
CCCCC1=CC(=O)OC2=C1C(=CC(=C2)C)OCC(=O)N[C@@H](CSCC3=CC=CC=C3)C(=O)O,RLHVBSSXNSZHIQ,1,train
CCCC1=CC(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)N4CCC[C@H]4C(=O)O)(C)C,OTYODNIZJWSDRE,1,train
CC1=C(C(=O)OC2=CC(=C(C=C12)Cl)O)CC(=O)N3C[C@H]4C[C@@H](C3)C5=CC=CC(=O)N5C4,RAXNGZMLLUDZAC,1,train
CC1=C(C(=O)OC2=C1C=CC(=C2)O)CCC(=O)NC3CC3,LETKKDJDILSMMC,1,train
CC(C)C[C@@H](C(=O)N1CCC(CC1)C(=O)O)NC(=O)[C@H](CC2=CC=CC=C2)N3C(=O)C4=CC=CC=C4NC3=O,LWAZYQRMPVPLEJ,2,train
CC1=C(C=CC2=C1OC(=O)C3=C2CCCC3)OCC(=O)N4C[C@H]5C[C@@H](C4)C6=CC=CC(=O)N6C5,CNIUVGDERFOWJH,1,train
CC1=C(C(=O)OC2=C1C=CC(=C2)O)CC(=O)NCC(=O)N[C@H](CC3=CC=CC=C3)C(=O)O,JTQLALMTODKNTM,5,train
COCOC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OCOC)O,OZHSNSQCAVMKSS,4,val
CC(C(=O)NCC1=CC=CC=N1)OC2=CC3=C(C=C2)C(=CC(=O)O3)C4=CC=CC=C4,WNQNTECUIRKYRA,1,train
CCCC1=CC(=O)OC2=C1C(=CC(=C2)C)OCC(=O)N3CCC(CC3)C(=O)O,UOJYPYWTHKIZNC,1,train
CC1=CC(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)N4CCC(CC4)C(=O)O)(C)C,OGAYRHSSFLMCEZ,1,train
CC1=C(C(=O)OC2=C(C3=C(C=C12)C4=C(O3)CCCC4)C)CCC(=O)N5CCC[C@H]5C(=O)O,NFWSBXVVYKGQEX,1,train
CCC(C)[C@@H](C(=O)NCC1CCCO1)NC(=O)[C@@H]2CC3=C(C4N2C(=O)C5=CC=CC=C45)NC6=CC=CC=C36,LZHWTBSLFVCYEU,1,train
C1CCN(C(C1)C2=CN=CC=C2)S(=O)(=O)C3=CC=CC(=C3)[N+](=O)[O-],KYFNDZKGBWQQJH,10,train
CC1CCCCC1NC(=O)[C@H](C)N2C(=O)[C@@]3(C4=C(CCN3C2=O)C5=C(N4)C=CC(=C5)OC)C,FBNICBOQSVVXBF,3,train
COC1=CC=CC2=CC(=C(C(=C2C1=O)OC)OC)OC,ZEEDZJJOWWIIFH,6,train
CC1=C(C(=O)OC2=C1C=CC(=C2C)O)CC(=O)N3C[C@H]4C[C@@H](C3)C5=CC=CC(=O)N5C4,JSDINJGUOLGFLA,2,train
CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)CC6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,ZNHNNRQMRNHUFB,3,train
CC1=NCCC2=C1NC3=CC=CC=C23,CWOYLIJQLSNRRN,1,train
CC1=C(C(=O)OC2=C1C=CC(=C2C)O)CCC(=O)NCCCN3CCCC3=O,NLPKYNVMNXDITR,1,train
CCC1C2=C(CC(N1)C(=O)O)C3=CC=CC=C3N2,OOJCKCNYTLTQGT,1,train
CCOC1=C2C=COC2=NC3=C1C=CC(=C3OC)OC,QSGZRSBPMIEJQQ,1,train
C1=CC=C(C=C1)C(=O)NC(CSSCC(C(=O)O)NC(=O)C2=CC=CC=C2)C(=O)O,GUTXMPQWQSOAIY,10,val
COC1=CC2=C(C=C1)C3=C(C=C(C=C3)OC)OC2=O,FTCCLANRGJOUKX,1,train
C[C@@H](C(=O)NCC1=CC=CC=C1OC)NC(=O)C2CCN(CC2)C(=O)[C@H](C(C)C)N,FWAYSZFKUFWCRV,3,train
CC1=CC(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)NCCCN4C=CN=C4)(C)C,LHFYUFSFCQDQKD,1,train
C[C@H](C(=O)NC1=CC2=C(C=C1)OCO2)NC(=O)[C@@H]3CC4=CC=CC=C4CN3,HWZNOCCEAGAHOW,5,test
CCC1=CC(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)NCC4=CN=CC=C4)(C)C,PNNCHGGNVYMJRW,1,train
C[C@H]1[C@@H]2CN(CC[C@@H]2C(=CO1)C(=O)OC)CCC3=CNC4=CC=CC=C43,NYNOIMNCLKTWCG,1,train
CC1=C(C(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)NC4CC4)(C)C)C,HIZCPPBNXYKCPR,1,test
CCC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)N3CC[C@]4(CCCC[C@H]4C3)O,HMODSEUUTCJCOO,1,train
CC(C(=O)NC(CC1=CNC2=C1C=C(C=C2)O)C(=O)O)OC3=CC4=C(C=C3)C(=CC(=O)O4)C5=CC=C(C=C5)OC,BAXWAFNJUDITDD,2,train
COC1=CC(=C(C=C1)/C=C\2/C(=O)C3=C(O2)C=C(C=C3)OCC(=O)N4CCC[C@H]4C(=O)O)OC,OOCLJYAMEFPTPK,2,train
CCC1=CC2=C(C=C1OC(C)C(=O)NCC3CCC(CC3)C(=O)O)OC(=O)C=C2C4=CC=CC=C4,BLKPFCUMGVQKSL,1,train
CC1=C(C(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)NCC(C4=CC=CC=C4)O)(C)C)C,XSVFTXATTVTBKY,4,test
CC1=C(C(=O)OC2=CC(=C(C=C12)Cl)OC)CC(=O)N3C[C@H]4C[C@@H](C3)C5=CC=CC(=O)N5C4,JRXKUVRBGCRRCI,1,test
CC1=CC=C(N1)C(=O)OC2C(C(OC(C2OC)(C)C)OC3=C(C4=C(C=C3)C(=C(C(=O)O4)NC(=O)C5=CC(=C(C=C5)O)CC=C(C)C)O)Cl)O,FJAQNRBDVKIIKK,10,train
CCC1=CC=CC=C1NC(=O)[C@@H]2CCC(=O)N2C3C4=CC=CC=C4C(=O)O3,BWFHQDZLUXJFDT,2,train
CCC(C)[C@@H](C(=O)NCC1=CC=C(C=C1)OC)NC(=O)[C@@H]2CC3=CC=CC=C3CN2,DOMWJOMKBNBKDW,3,train
CC1=C(OC2=CC3=C(C=C12)C(=C(C(=O)O3)CCC(=O)NCCCN4C=CN=C4)C)C,JLNXFEVMLSPEKE,1,train
CC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)OC(=O)C)C,VQHQLBARMFAKSV,3,test
CC1=C(C(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)N4CCC[C@H]4C(=O)O)(C)C)C,ZEIHSLCNUGOYKG,1,train
CCC1=CC(=O)OC2=C1C=CC(=C2C)OCC(=O)N3CCC(CC3)C(=O)O,MEWZCHGHCUWIQK,1,train
CC1=CC(=O)OC2=C1C=CC(=C2)OC(=O)C3=CC=CC=C3,JPNMSSAADBXSRO,1,train
CC1=CC2=C(C(=CC(=O)O2)C)C(=C1)OC(C)C(=O)NCC3CCC(CC3)C(=O)O,XWURMJXPBINAQM,1,train
C[C@@H](C(=O)NCC1=C(C=CC=C1Cl)F)N2C(=O)[C@@]3(C4=C(CCN3C2=O)C5=CC=CC=C5N4)C,FHZRIROWYFCPID,2,train
CCOC1=CC=C(C=C1)NC(=O)N2C[C@H]3C[C@@H](C2)C4=CC=CC(=O)N4C3,HNPLCKUQXNLVQL,1,train
C1[C@@H]2CN(C[C@H]1C3=CC=CC(=O)N3C2)C(=O)CCC4=CC=CC=C4,ZPZUNRIQRXFASG,1,train
CC1(C=CC2=C(O1)C(=C3C(=C2OC)C=CC(O3)(C)C)CCC(=O)O)C,ABSANOBAGBYLHY,9,train
CC1=CC(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)NCC4=CC=CC=C4)(C)C,TUAALVOPBFAJNJ,2,train
COC1=CC=C(C=C1)C2=CC(=O)OC3=C2C=CC(=C3)OCC(=O)NCC4CCC(CC4)C(=O)O,ZMGPMCNHOUGQGK,1,train
CC1=CC2=C(C(=C(C(=O)O2)C)C)C(=C1)OCC(=O)N3CCC(CC3)C(=O)N,SQKIASKKQDTHDZ,1,train
CCN(CC)CCCOC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,STNOBQQZVRBHSV,2,train
CC(C)C(=O)COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,SVPDNNKLQWHTPC,2,train
CC1=C(C2=C(C=C1O)OC(CC2=O)C3=CC=CC=C3)O,INBPQAJYHSJVRY,1,val
COC1=CC=C(C=C1)C2C3=C(C[C@@H]4N2C(=O)N(C4=O)C5=CC=CC=C5C(=O)NCCN6CCOCC6)C7=CC=CC=C7N3,TYNNXAMDNHTMLY,2,train
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCl,QCIARNIKNKKHFH,2,train
CC(C(=O)NCC1CCC(CC1)C(=O)O)OC2=CC3=C(C=C2)C(=CC(=O)O3)C4=CC=C(C=C4)OC,UVOFNFYZAGDDSB,1,test
CC(=C)C(CC/C(=C/CC1=C(C=CC(=C1O)C(=O)/C=C/C2=CC=C(C=C2)O)O)/C)O,NCHZAFAGBAEJJJ,4,train
CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)NC(=O)N2CC(=O)NC3=CC=CC=C32,UNYXUWKZLGLQBX,2,train
CSCC[C@@H](C(=O)NCC1CCC(CC1)C(=O)O)NC(=O)[C@H](CC2=CC=CC=C2)N3C(=O)C4=CC=CC=C4NC3=O,BSVJWNAVNNNGFO,4,train
CC1=C(C2=C(C=C1O)OC(CC2=O)C3=CC=C(C=C3)O)O,SLFZBNOERHGNMI,1,val
CC1=CC2=C(C3=C(CCC3)C(=O)O2)C(=C1)OCC(=O)N[C@@H](CC4=CC=CC=C4)C(=O)O,SZAINTMSBVNTTE,1,train
CC1=CC2=C(C(=C(C(=O)O2)CC(=O)N3C[C@H]4C[C@@H](C3)C5=CC=CC(=O)N5C4)C)C(=C1)OC,MZRREKJHMFNUGF,1,train
CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)O)NC(=O)C2=CC3=C(N2C)C=C(C=C3OC)OC,XUNJTZNAIXYURM,2,train
CC1=NC=CC2=C1NC3=C2C=C(C=C3)Br,MGPZBLVKGVLQIV,1,test
COC1=C(C2=C(C=C1)C(OC2=O)N3[C@@H](CCC3=O)C(=O)NC4=CC(=C(C=C4OC)OC)Cl)OC,YTCNSNZHGOIWAK,5,train
CCCC1=CC(=O)OC2=C1C=CC(=C2)OC(C)C(=O)NCC3CCC(CC3)C(=O)O,CKVHTTDFJBGBCN,1,train
CCC1=CC(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)NCCN4CCOCC4)(C)C,PYWOQXCBTDFULZ,1,train
COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O)OC)OC,JDVPHCLYMGBZLE,1,train
COC1=CC=C(C=C1)CC(=O)N2C[C@H]3C[C@@H](C2)C4=CC=CC(=O)N4C3,OIENWKZQEIDMSJ,3,train
CCCC1=CC(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)NCCN4CCOCC4)(C)C,JPNZOEOCHQYNIE,1,train
COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O,XEHLDSAKZSXOFK,1,train
CCC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O,HVYQNVUUFHVCHX,2,val
CC1=CC=CC=C1C2C3=C(C[C@@H]4N2C(=O)N(C4=O)C5=CC=CC=C5C(=O)NCCN6CCOCC6)C7=CC=CC=C7N3,VYXXYRCQTBQDRW,1,val
CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](C)C(=O)N2CCC(CC2)C(=O)N3CCC(CC3)C(=O)OC,ZFPDJLFLTOCCBJ,2,train
C/C=C\1/CN2C3CC1C(C2CC4=C3N(C5=CC=CC=C45)C)(CO)C(=O)OC,IWEYXWIPVZEVPT,1,train
CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC(=O)N3C[C@H]4C[C@@H](C3)C5=CC=CC(=O)N5C4)C,PAJBGQYAGYFSOC,1,train
CC1=CC(=O)OC2=CC(=C(C=C12)Cl)OC(C)C(=O)NCC3CCC(CC3)C(=O)O,BFYMPCVNAMZPLB,1,train
C1=CC=C(C=C1)NC(=O)C(C(C(=O)NC2=CC=CC=C2)O)O,RMACBBOFZDWABJ,5,train
COC1=C(C=C(C=C1)C(=O)NC(=S)N2C[C@H]3C[C@H](C2)C4=CC=CC(=O)N4C3)OC,DSNBJZDRWMZWQT,2,test
COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)O)OC)OC)O,VZPASGPLDDVYCL,2,train
CCC(C(=O)NC(CC1=CC=C(C=C1)Cl)C(=O)O)NC(=O)CC2=C(C3=C(C(=C(C=C3)OC)C)OC2=O)C,UOBJQMIMYDLHEC,5,train
C[C@@H](C(=O)NCC1CCCO1)N2C(=O)[C@@]3(C4=C(CCN3C2=O)C5=CC=CC=C5N4)C,UTZJMFNIKVHUDP,2,train
CSCC[C@@H](C(=O)NCC1CCCO1)NC(=O)[C@@H]2CC3=C(C4N2C(=O)C5=CC=CC=C45)NC6=CC=CC=C36,VFAWLHPUAWSITG,3,train
CC1=C(OC2=C(C3=C(C=C12)C(=C(C(=O)O3)CCC(=O)NCCCN4CCOCC4)C)C)C,BBUOOQKYPVSOBN,1,train
C1CC2=C(C1)C(=O)OC3=C2C=CC(=C3)OCC(=O)NC(CC4=CC=C(C=C4)Cl)C(=O)O,IXTONSUPGBZXOZ,1,val
CC1=C(C(=O)OC2=C1C=CC(=C2C)OC(C)C(=O)N3CC[C@]4(CCCC[C@H]4C3)O)C,KYOZFCGRLRKQNZ,1,train
COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)O)OC)OC)O)O,CSDGLNFYKPCMSZ,2,train
C1=CC=C(C=C1)C2=CC(=O)OC3=C2C=CC(=C3)OCC(=O)NCC4=CC=CC=N4,UDVBEJLZYOEXNX,1,train
C[C@@H](C(=O)NCC1=CC=C(C=C1)OC)NC(=O)C2CCN(CC2)C(=O)[C@H](CC3=CC=CC=C3)N,APPHUGXGULEGGN,2,train
CC(C)[C@@H](C(=O)NCC1=CC=C(C=C1)OC)NC(=O)C2CCN(CC2)C(=O)[C@@H]3CCCN3C(=O)OC(C)(C)C,ZXGIPJMCWZTGFW,2,train
C[C@]12C3CC(C=C1CN(CC4=C2C(=C(C=C4)O)O3)C)O,KWMCQXUGMGAAIP,3,test
CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CCSC)C(=O)N2CCC(CC2)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)O,DVWSPEXVOFZTQT,1,val
CSCC[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)NC(=O)[C@H](CC2=CC=CC=C2)N3C(=O)C4=CC=CC=C4NC3=O,QSCXVJBYANZUPQ,3,test
C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C(=C3O2)O)O)O)O)O,SPZXXUUDYMHBSG,1,train
CC1(C=CC2=C(O1)C(=CC(=C2)C3=COC4=CC(=CC(=C4C3=O)O)O)O)C,LWZACZCRAUQSLH,2,train
CC(C)C(C1=NC2=CC=CC=C2C(=O)N1C3CC4(C5N(C6=CC=CC=C64)C(=O)C(N5O)(C)C)OC3=O)OC(=O)C,CYNVLFGDEQQUPE,6,train
CC1=C(C=CC2=C1OC(=O)C=C2C3=CC=CC=C3)OC(C)C(=O)NCC4CCC(CC4)C(=O)O,HVDQBOGXNAWROE,2,train
CC1=C(OC2=CC3=C(C=C12)C(=C(C(=O)O3)CCC(=O)NCCCN4CCOCC4)C)C,JVDDJORIWXHYQX,1,train
CC1=C(C=CC2=C1OC(=O)C=C2C3=CC=C(C=C3)OC)OC(C)C(=O)NCC4=CC=CC=N4,UPVUIHYDECYHEG,1,train
CCCC1=CC(=O)OC2=CC(=C(C=C12)Cl)OC(C)C(=O)NCC3CCC(CC3)C(=O)O,BXLNVDYRMWRFQD,1,train
CC1=C(C=CC2=C1OC(=O)C3=C2CCC3)OC(C)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)O,UUORCTDTBMEDJK,1,train
C[C@H](C(=O)NC(C)C1=CC=CC=C1)NC(=O)C2CCN(CC2)C(=O)[C@H](CCSC)N,UKZVQBPULFPVKH,2,train
C1CN(CCC1C(=O)O)C(=O)COC2=CC3=C(C=C2)C4=CC=CC=C4C(=O)O3,KXWMOBMALJDRAG,1,train
COC1=C(C(=C2C(=C1O)C(=O)C(=C(O2)C3=CC=CC=C3)O)OC)OC,TYZXGIOTNSBKDB,3,val
C[C@@H](C(=O)NC(C)C1=CC=CC=C1)N2C(=O)[C@@]3(C4=C(CCN3C2=O)C5=CC=CC=C5N4)C,AFZQGJCVAKLESL,2,train
CC(C(=O)NCC1CCC(CC1)C(=O)O)OC2=CC3=C(C=C2)C4=CC=CC=C4C(=O)O3,DBFROQUVDRUPBV,1,train
C[C@@H](C(=O)NCC1=CC=C(C=C1)F)N2C(=O)[C@@]3(C4=C(CCN3C2=O)C5=C(N4)C=CC(=C5)OC)C,HEJJJSNFWORZEC,1,train
CCCCC1=CC(=O)OC2=C1C(=CC(=C2)C)OC(C)C(=O)NC(CC3=CNC4=C3C=C(C=C4)O)C(=O)O,QPOOMJOQGJEDNY,2,test
CCC1=CC(=O)OC2=CC(=C(C=C12)Cl)OCC(=O)N3C[C@H]4C[C@@H](C3)C5=CC=CC(=O)N5C4,MZFPJHJZRXBPDA,1,train
C[C@@H](C(=O)NCC1=CC=C(C=C1)OC)NC(=O)C2CCN(CC2)C(=O)[C@H](CCSC)N,PDZYFGNOSMRVJC,2,train
C[C@@H](C(=O)NCC1=CC=C(C=C1)OC)NC(=O)C2CCN(CC2)C(=O)[C@H](CCSC)NC(=O)OC(C)(C)C,MUTTWFCTUGTBAO,2,train
COC1=CC=C(C=C1)C2C3=C(C[C@@H]4N2C(=O)N(C4=O)C5=CC=CC=C5C(=O)N6CCC(CC6)C(=O)O)C7=CC=CC=C7N3,XKOGKUUHPBUVBF,2,train
COC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)O2,BSGMHOUSWFFEMZ,2,train
CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)NC(=O)[C@H](CC2=CC=CC=C2)N3C(=O)C4=CC=CC=C4NC3=O,LPAWUNOBPQSNHN,3,train
C1CC2=C(C1)C(=O)OC3=C2C=CC(=C3)OCC(=O)N[C@@H](CSCC4=CC=CC=C4)C(=O)O,MXFWCABIXMEJFQ,1,train
C1[C@H]2C(=O)N(C(=O)N2CC3=CC=CC=C31)CCCCCC(=O)N[C@@H](CC4=CC=C(C=C4)O)C(=O)O,SGHIPUDQOSQOLZ,6,test
COC1=C(C(=C2C(=C1O)C(=O)C=C(O2)C3=C(C=CC=C3O)O)OC)OC,PPIOPQQHBZSDQX,1,test
COC1=C(C2=C(C=C1)C(OC2=O)N3[C@@H](CCC3=O)C(=O)NC4=C(C=C(C=C4)F)F)OC,SUHJYAOFQCJYHR,4,val
CC(C)C[C@@H](C(=O)N[C@@H](C1=CC=CC=C1)C(=O)O)NC(=O)N2CC(=O)NC3=CC=CC=C32,SRTJRFVGRIMETK,3,train
C1[C@@H]2CN(C[C@H]1C3=CC=CC(=O)N3C2)C(=O)C4=CC(=CC=C4)C(F)(F)F,DTBIJJWMZYAFJH,4,train
CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC(=O)N3CC[C@]4(CCCC[C@H]4C3)O)C,UVEAGUHTRHTRJO,1,train
CCC1=C(C2=C(C=C(C=C2)OCC(=O)NCC3CCC(CC3)C(=O)O)OC1=O)C,SEGTZRRVJWOQKQ,1,train
C[C@H]1C2=CC(=C(C=C2CCN1C(=O)CSC3=NC(=C(C(=O)N3)C(C)C)O)OC)OC,LHSZFVYRERBVND,1,val
C[C@@H](C(=O)NCC1=CC=CO1)N2C(=O)[C@@]3(C4=C(CCN3C2=O)C5=CC=CC=C5N4)C,NSRWMVXYJNPXIM,2,train
COC1=CC(=C(C=C1)OC)C2=C3C(=CC(=N2)C(=O)NCC4CCCO4)C5=CC=CC=C5N3,LXPZYCOJCIHBGX,4,val
C[C@@H](C(=O)NCC1=CC=CC=C1OC)NC(=O)C2CCN(CC2)C(=O)[C@H](CCSC)N,VOGUXYYEECPXQO,2,train
CC(C(=O)NCC1=CC=CC=N1)OC2=CC3=C(C=C2)C(=CC(=O)O3)C4=CC=C(C=C4)OC,YPBINYWGYJDKCF,1,train
COC1=C(C2=C(C=C1)C(OC2=O)N3[C@@H](CCC3=O)C(=O)NC4=CC=CC=C4C(=O)OC)OC,UZXXJBLDVJGIQA,5,train
CC1=C(C=CC2=C1OC(=O)C3=C2C=CC(=C3)OC)OC(C)C(=O)N[C@@H](CC4=CNC5=C4C=C(C=C5)O)C(=O)O,XNBXGCIVUNNXBI,2,train
CCC1=CC(=O)OC2=C1C=CC(=C2C)OC(C)C(=O)NCC3CCC(CC3)C(=O)O,VRZNREAVGVERFB,1,train
CC(C)[C@@H](C(=O)N1CCC[C@@H]1C(=O)O)NC(=O)[C@@H]2CC3=C(C4N2C(=O)C5=CC=CC=C45)NC6=CC=CC=C36,VWUWNUTZUMIYFS,1,train
CC1=C(C(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)N[C@H](C4=CC=CC=C4)C(=O)O)(C)C)C,NOHZAMDNJBVHTA,1,train
CC1=CC=C(C=C1)CNC(=O)[C@H](C(C)C)NC(=O)C2CCN(CC2)C(=O)[C@H](CC(C)C)N,YWWGOYDNOAIZDC,2,train
CC1=C(C=CC2=C1OC(=O)C=C2C3=CC=C(C=C3)OC)OCC(=O)NCC4CCC(CC4)C(=O)O,SYEOCUOTXUJMEV,1,test
C1[C@@H](/C(=C\C2=CC3=C(C=C2)OCO3)/C(=O)O1)CC4=CC5=C(C=C4)OCO5,CMJGAYUQSLJSCR,3,train
C1[C@@H]2CN(C[C@H]1C3=CC=CC(=O)N3C2)C(=O)NCCC(=O)NC4=CC(=CC=C4)Cl,CVJDJVCOTWRRGG,2,train
CC1=C(C(=O)OC2=C1C=CC(=C2C)OC(C)C(=O)NCC3CCC(CC3)C(=O)O)CC4=CC=CC=C4,IDPOBLGKQBGXKZ,1,test
COC1=CN=C(C2=C1C3=CC=CC=C3N2)C=C,HJVIUZHNRJYUTG,3,test
CCC1=CC(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)NC4CC4)(C)C,ZYUDDSCUGFXAKK,1,train
COC1=C(C=C2C(=C1)C3=C(N2)[C@@H]4CCCCN4CC3)OC,AFVMSZFXJMRJFZ,5,val
CC1=C(C(=O)OC2=C1C=CC(=C2)O)CCC(=O)NCCCN3CCCC3=O,PMNGLYVZJHHWRP,1,train
CC1=COC2=CC3=C(C=C12)C(=C(C(=O)O3)CCC(=O)N4CCC(CC4)(C5=CC=CC=C5)C(=O)O)C,MWDKDUWPVNYIDF,4,test
C[C@@H](C(=O)NCCC1=CC=C(C=C1)F)N2C(=O)[C@@]3(C4=C(CCN3C2=O)C5=C(N4)C=CC(=C5)OC)C,NZRYVUZCFKOPIU,3,train
C[C@H](C(=O)NCC1=CC(=CC=C1)OC)N2C(=O)C3(C4=C(CCN3C2=O)C5=C(N4)C=CC(=C5)OC)C,HREOLPRMWYAWMI,2,train
CC(C)C[C@@H](C(=O)N1CCC[C@H]1C(=O)O)NC(=O)N2CC(=O)NC3=CC=CC=C32,ABGLMHPLWOWSIG,2,train
CC1=C(OC2=C(C3=C(C=C12)C(=C(C(=O)O3)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)O)C)C)C,OQKBDUNSLJADCU,1,val
CCCCCCC1=C(C2=C(C(=C(C=C2)OCC(=O)N3CCC[C@H]3C(=O)O)C)OC1=O)C,DRRLBGGHLHMLTN,5,train
CC(C)C[C@@H](C(=O)NCC1CCCO1)N2C(=O)[C@@]3(C4=C(CCN3C2=O)C5=CC=CC=C5N4)C,XICLZARINLFOAF,2,train
CC(C(=O)NCCN1CCOCC1)OC2=CC3=C(C=C2)N4C5=C3C=CN=C5C6=C(C4=O)C(=C(C=C6)OC)OC,NQXCIGLNRGUCQV,4,train
CC1=C(C=CC2=C1OC(=O)C3=C2CCCC3)OC(C)C(=O)N[C@@H](C4=CC=CC=C4)C(=O)O,JUZNJLMPVMZQFK,1,train
CC(C)C[C@@H](C(=O)NC1CC1)N2C(=O)[C@@]3(C4=C(CCN3C2=O)C5=CC=CC=C5N4)C,GIBHYPWRHVQSIL,3,test
COC1=CC(=C(C=C1)/C=C\2/C(=O)C3=C(O2)C=C(C=C3)OCC(=O)N4CCC(CC4)C(=O)O)OC,UHCZOYDGFUSCHQ,2,test
CC(C1=CC=CC=C1)NC(=O)[C@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@@H]4CC5=CC=CC=C5CN4,KQYNNEFXSOOTEY,3,val
CC1=C(C=CC2=C1OC(=O)C3=C2CCC3)OCC(=O)NCC4CCC(CC4)C(=O)O,QNTBHYIWBSPSMN,1,train
COC(=O)C1=CC(=CC(=C1)NC(=O)CN2CCC3=CC4=C(C=C3C2)OCCCO4)C(=O)OC,LWRMZXDWYOOEPB,8,train
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC(=O)O)CCC4=C3C=CC(=C4)O,YJPIDPAGJSWWBE,3,test
CCOC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,KOVRZNUMIKACTB,2,train
C1CN=C(N1)C2COC3=CC=CC=C3O2,HPMRFMKYPGXPEP,2,test
CCC1=CC(=CC=C1)N(C)C(=NC2=CC=CC3=CC=CC=C32)N,BFNCJMURTMZBTE,9,train
CN(C)C/C=C(/C1=CC=C(C=C1)Br)\C2=CN=CC=C2,OYPPVKRFBIWMSX,3,train
C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3,QKDDJDBFONZGBW,10,train
CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CN(C)C)C=C1,KJAMZCVTJDTESW,2,test
CN([C@H]1CCCC[C@@H]1N2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl,VQLPLYSROCPWFF,5,train
CCS(=O)(=O)NC1=CC=CC(=C1)C(=C2CCCCC2)C3=CN=CN3,MTZVJHSZYMWIAG,10,train
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC5CCCC5,PWZUUYSISTUNDW,5,test
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)N,WDOCBIHNYYQINH,4,train
CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C,FKNXQNWAXFXVNW,9,val
CC(C)NC(C)CC1=CC=C(C=C1)I,ISEHJSHTIVKELA,3,test
COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,BFPSDSIWYFKGBC,6,train
CC(=O)NNC(=O)N1CC2=CC=CC=C2OC3=C1C=C(C=C3)Cl,KNURFLJTOUGOOQ,9,train
C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,ZPAKPRAICRBAOD,4,val
CC1CC(CC(N1C)(C)C)OC(=O)C(C2=CC=CC=C2)O,QSAVEGSLJISCDF,2,val
